owner,target,kind,member,source,line,evidence
com.nitrome.throwgame.Character,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Character.as,128,var _loc3_ = com.nitrome.throwgame.Controller.dragging == this || this.thrown;
com.nitrome.throwgame.Character,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Character.as,129,this.overlay.triangle._visible = _loc5_ && !_loc3_ && this.alive && com.nitrome.throwgame.Controller.speechBubble.target != this;
com.nitrome.throwgame.Character,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Character.as,134,"if(com.nitrome.throwgame.Controller.currentTeam.selectedCharacter.equippedWeapon.weaponType == ""voodooDoll"")"
com.nitrome.throwgame.Character,com.nitrome.throwgame.VoodooDoll,cast-or-call,,__Packages/com/nitrome/throwgame/Character.as,136,_loc2_ = com.nitrome.throwgame.VoodooDoll(com.nitrome.throwgame.Controller.currentTeam.selectedCharacter.equippedWeapon);
com.nitrome.throwgame.Character,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Character.as,136,_loc2_ = com.nitrome.throwgame.VoodooDoll(com.nitrome.throwgame.Controller.currentTeam.selectedCharacter.equippedWeapon);
com.nitrome.throwgame.Character,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Character.as,137,this.overlay.target._visible = (_loc2_.targetCharacter == this || _loc2_.targetCharacter == null && com.nitrome.throwgame.Controller.hoverCharacter == this) && !_loc2_.fired;
com.nitrome.throwgame.Character,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Character.as,143,this.overlay.corners._visible = (_loc4_ && !_loc3_ || com.nitrome.throwgame.Controller.hoverCharacter == this) && this.alive;
com.nitrome.throwgame.Character,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Character.as,148,var _loc5_ = this.team == com.nitrome.throwgame.Controller.currentTeam && !this.team.selectedCharacter && this.alive;
com.nitrome.throwgame.Character,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Character.as,149,var _loc6_ = this.team != com.nitrome.throwgame.Controller.currentTeam && com.nitrome.throwgame.Controller.currentTeam.selectedCharacter.targetingVoodoo();
com.nitrome.throwgame.Character,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Character.as,149,var _loc6_ = this.team != com.nitrome.throwgame.Controller.currentTeam && com.nitrome.throwgame.Controller.currentTeam.selectedCharacter.targetingVoodoo();
com.nitrome.throwgame.Character,com.nitrome.util.Global,qualified-call,slide,__Packages/com/nitrome/throwgame/Character.as,154,"this.shownHealth = com.nitrome.util.Global.slide(this.shownHealth,this.health,1);"
com.nitrome.throwgame.Character,com.nitrome.util.Clip,constructor,,__Packages/com/nitrome/throwgame/Character.as,158,"_loc4_ = new com.nitrome.util.Clip(this.mcHolder,""deadCharacter"");"
com.nitrome.throwgame.Character,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Character.as,167,if(com.nitrome.throwgame.Controller.dragging != this)
com.nitrome.throwgame.Character,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Character.as,176,if(!this.thrown && com.nitrome.throwgame.Controller.twanging == this)
com.nitrome.throwgame.Character,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Character.as,180,if(this.y > com.nitrome.throwgame.Controller.water.y)
com.nitrome.throwgame.Character,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Character.as,226,if(this.team == com.nitrome.throwgame.Controller.currentTeam && this.team.selectedCharacter == this)
com.nitrome.throwgame.Character,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Character.as,244,if(this.shownHealth != this.health && this.y < com.nitrome.throwgame.Controller.water.y)
com.nitrome.throwgame.Character,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Character.as,250,com.nitrome.throwgame.Controller.inactivity = 0;
com.nitrome.throwgame.Character,com.nitrome.util.Trig,reference,,__Packages/com/nitrome/throwgame/Character.as,268,_loc6_ = com.nitrome.util.Trig.cosTable[_loc3_] * _loc4_;
com.nitrome.throwgame.Character,com.nitrome.util.Trig,reference,,__Packages/com/nitrome/throwgame/Character.as,269,_loc5_ = com.nitrome.util.Trig.sinTable[_loc3_] * _loc4_;
com.nitrome.throwgame.Character,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Character.as,274,while((this.velocityX != 0 || Math.abs(this.velocityY) > 0.2) && this.y < com.nitrome.throwgame.Controller.water.y)
com.nitrome.throwgame.Character,com.nitrome.throwgame.VoodooDoll,reference,,__Packages/com/nitrome/throwgame/Character.as,289,return this.equippedWeapon instanceof com.nitrome.throwgame.VoodooDoll && !this.equippedWeapon.fired;
com.nitrome.throwgame.Character,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Character.as,311,var _loc10_ = com.nitrome.throwgame.Controller.teams[2 - this.team.number].characters;
com.nitrome.throwgame.Character,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Character.as,360,if(_loc8_.ey >= com.nitrome.throwgame.Controller.water.y)
com.nitrome.throwgame.Character,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Character.as,418,while(_loc23_ < com.nitrome.throwgame.Controller.chests.length)
com.nitrome.throwgame.Character,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Character.as,420,_loc22_ = com.nitrome.throwgame.Controller.chests[_loc23_];
com.nitrome.throwgame.Character,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Character.as,558,if(_loc2_.y >= com.nitrome.throwgame.Controller.water.y - 300)
com.nitrome.throwgame.Character,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Character.as,571,if(_loc11_.y >= com.nitrome.throwgame.Controller.water.y - 300)
com.nitrome.throwgame.Character,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Character.as,592,if(_loc15_[_loc9_].ey >= com.nitrome.throwgame.Controller.water.y)
com.nitrome.throwgame.Character,com.nitrome.throwgame.Seagull,cast-or-call,,__Packages/com/nitrome/throwgame/Character.as,610,_loc31_ = com.nitrome.throwgame.Seagull(this.equippedWeapon).aiSimulation();
com.nitrome.throwgame.Character,com.nitrome.throwgame.BoxWeapon,cast-or-call,,__Packages/com/nitrome/throwgame/Character.as,620,_loc33_ = com.nitrome.throwgame.BoxWeapon(this.equippedWeapon).aiSimulation();
com.nitrome.throwgame.Character,com.nitrome.throwgame.Solid,reference,,__Packages/com/nitrome/throwgame/Character.as,699,if(side == com.nitrome.throwgame.Solid.FLOOR)
com.nitrome.throwgame.Character,com.nitrome.throwgame.Anchor,constructor,,__Packages/com/nitrome/throwgame/Character.as,780,this.equippedWeapon = new com.nitrome.throwgame.Anchor();
com.nitrome.throwgame.Character,com.nitrome.throwgame.Banana,constructor,,__Packages/com/nitrome/throwgame/Character.as,783,this.equippedWeapon = new com.nitrome.throwgame.Banana();
com.nitrome.throwgame.Character,com.nitrome.throwgame.Boulder,constructor,,__Packages/com/nitrome/throwgame/Character.as,786,this.equippedWeapon = new com.nitrome.throwgame.Boulder();
com.nitrome.throwgame.Character,com.nitrome.throwgame.Cannon,constructor,,__Packages/com/nitrome/throwgame/Character.as,789,this.equippedWeapon = new com.nitrome.throwgame.Cannon();
com.nitrome.throwgame.Character,com.nitrome.throwgame.CherryBomb,constructor,,__Packages/com/nitrome/throwgame/Character.as,792,this.equippedWeapon = new com.nitrome.throwgame.CherryBomb();
com.nitrome.throwgame.Character,com.nitrome.throwgame.Dynamite,constructor,,__Packages/com/nitrome/throwgame/Character.as,795,this.equippedWeapon = new com.nitrome.throwgame.Dynamite();
com.nitrome.throwgame.Character,com.nitrome.throwgame.GunpowderBarrel,constructor,,__Packages/com/nitrome/throwgame/Character.as,798,this.equippedWeapon = new com.nitrome.throwgame.GunpowderBarrel();
com.nitrome.throwgame.Character,com.nitrome.throwgame.Mine,constructor,,__Packages/com/nitrome/throwgame/Character.as,801,this.equippedWeapon = new com.nitrome.throwgame.Mine();
com.nitrome.throwgame.Character,com.nitrome.throwgame.ParachuteBomb,constructor,,__Packages/com/nitrome/throwgame/Character.as,804,this.equippedWeapon = new com.nitrome.throwgame.ParachuteBomb();
com.nitrome.throwgame.Character,com.nitrome.throwgame.PiecesOfEight,constructor,,__Packages/com/nitrome/throwgame/Character.as,807,this.equippedWeapon = new com.nitrome.throwgame.PiecesOfEight();
com.nitrome.throwgame.Character,com.nitrome.throwgame.RumBottle,constructor,,__Packages/com/nitrome/throwgame/Character.as,810,this.equippedWeapon = new com.nitrome.throwgame.RumBottle();
com.nitrome.throwgame.Character,com.nitrome.throwgame.Seagull,constructor,,__Packages/com/nitrome/throwgame/Character.as,813,this.equippedWeapon = new com.nitrome.throwgame.Seagull();
com.nitrome.throwgame.Character,com.nitrome.throwgame.TidalWave,constructor,,__Packages/com/nitrome/throwgame/Character.as,816,this.equippedWeapon = new com.nitrome.throwgame.TidalWave();
com.nitrome.throwgame.Character,com.nitrome.throwgame.VoodooDoll,constructor,,__Packages/com/nitrome/throwgame/Character.as,819,this.equippedWeapon = new com.nitrome.throwgame.VoodooDoll();
com.nitrome.throwgame.Character,com.nitrome.throwgame.WoodenCrate,constructor,,__Packages/com/nitrome/throwgame/Character.as,822,this.equippedWeapon = new com.nitrome.throwgame.WoodenCrate();
com.nitrome.throwgame.CherryBomb,com.nitrome.throwgame.Weapon,inheritance,,__Packages/com/nitrome/throwgame/CherryBomb.as,3,class com.nitrome.throwgame.CherryBomb extends com.nitrome.throwgame.Weapon
com.nitrome.throwgame.CherryBomb,com.nitrome.throwgame.Explosion,constructor,,__Packages/com/nitrome/throwgame/CherryBomb.as,37,"new com.nitrome.throwgame.Explosion(this.x,this.y,80,40,this.owner);"
com.nitrome.throwgame.CherryBomb,com.nitrome.throwgame.Debris,constructor,,__Packages/com/nitrome/throwgame/CherryBomb.as,47,"_loc3_ = new com.nitrome.throwgame.Debris(com.nitrome.throwgame.Controller.effectsLayer,""cannonSmokeTrail"");"
com.nitrome.throwgame.CherryBomb,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/CherryBomb.as,47,"_loc3_ = new com.nitrome.throwgame.Debris(com.nitrome.throwgame.Controller.effectsLayer,""cannonSmokeTrail"");"
com.nitrome.throwgame.Controller,com.nitrome.util.Trig,qualified-call,setup,__Packages/com/nitrome/throwgame/Controller.as,43,com.nitrome.util.Trig.setup();
com.nitrome.throwgame.Controller,com.nitrome.util.Clip,qualified-call,createEmpty,__Packages/com/nitrome/throwgame/Controller.as,47,com.nitrome.throwgame.Controller.content = com.nitrome.util.Clip.createEmpty(com.nitrome.throwgame.Controller.holder);
com.nitrome.throwgame.Controller,com.nitrome.util.Clip,qualified-call,createEmpty,__Packages/com/nitrome/throwgame/Controller.as,50,com.nitrome.throwgame.Controller.backTileLayer = com.nitrome.util.Clip.createEmpty(com.nitrome.throwgame.Controller.content);
com.nitrome.throwgame.Controller,com.nitrome.util.Clip,qualified-call,createEmpty,__Packages/com/nitrome/throwgame/Controller.as,51,com.nitrome.throwgame.Controller.objectLayer = com.nitrome.util.Clip.createEmpty(com.nitrome.throwgame.Controller.content);
com.nitrome.throwgame.Controller,com.nitrome.util.Clip,qualified-call,createEmpty,__Packages/com/nitrome/throwgame/Controller.as,52,com.nitrome.throwgame.Controller.effectsLayer = com.nitrome.util.Clip.createEmpty(com.nitrome.throwgame.Controller.content);
com.nitrome.throwgame.Controller,com.nitrome.util.Clip,qualified-call,createEmpty,__Packages/com/nitrome/throwgame/Controller.as,53,com.nitrome.throwgame.Controller.tileLayer = com.nitrome.util.Clip.createEmpty(com.nitrome.throwgame.Controller.content);
com.nitrome.throwgame.Controller,com.nitrome.util.Clip,qualified-call,createEmpty,__Packages/com/nitrome/throwgame/Controller.as,54,com.nitrome.throwgame.Controller.characterLayer = com.nitrome.util.Clip.createEmpty(com.nitrome.throwgame.Controller.content);
com.nitrome.throwgame.Controller,com.nitrome.util.Clip,qualified-call,createEmpty,__Packages/com/nitrome/throwgame/Controller.as,55,com.nitrome.throwgame.Controller.waterLayer = com.nitrome.util.Clip.createEmpty(com.nitrome.throwgame.Controller.content);
com.nitrome.throwgame.Controller,com.nitrome.throwgame.Map,constructor,,__Packages/com/nitrome/throwgame/Controller.as,57,com.nitrome.throwgame.Controller.map = new com.nitrome.throwgame.Map();
com.nitrome.throwgame.Controller,com.nitrome.throwgame.Team,constructor,,__Packages/com/nitrome/throwgame/Controller.as,59,"com.nitrome.throwgame.Controller.teams = [new com.nitrome.throwgame.Team(1),new com.nitrome.throwgame.Team(2)];"
com.nitrome.throwgame.Controller,com.nitrome.throwgame.Team,constructor,,__Packages/com/nitrome/throwgame/Controller.as,59,"com.nitrome.throwgame.Controller.teams = [new com.nitrome.throwgame.Team(1),new com.nitrome.throwgame.Team(2)];"
com.nitrome.throwgame.Controller,com.nitrome.throwgame.TileSystem,constructor,,__Packages/com/nitrome/throwgame/Controller.as,65,com.nitrome.throwgame.Controller.tileSystem = new com.nitrome.throwgame.TileSystem();
com.nitrome.throwgame.Controller,com.nitrome.throwgame.Team,constructor,,__Packages/com/nitrome/throwgame/Controller.as,78,"com.nitrome.throwgame.Controller.teams = [new com.nitrome.throwgame.Team(1),new com.nitrome.throwgame.Team(2)];"
com.nitrome.throwgame.Controller,com.nitrome.throwgame.Team,constructor,,__Packages/com/nitrome/throwgame/Controller.as,78,"com.nitrome.throwgame.Controller.teams = [new com.nitrome.throwgame.Team(1),new com.nitrome.throwgame.Team(2)];"
com.nitrome.throwgame.Controller,com.nitrome.throwgame.TileSystem,constructor,,__Packages/com/nitrome/throwgame/Controller.as,84,com.nitrome.throwgame.Controller.tileSystem = new com.nitrome.throwgame.TileSystem();
com.nitrome.throwgame.Controller,com.nitrome.util.CustomCursor,qualified-call,restoreCursor,__Packages/com/nitrome/throwgame/Controller.as,122,com.nitrome.util.CustomCursor.restoreCursor();
com.nitrome.throwgame.Controller,com.nitrome.throwgame.SpeechBubble,constructor,,__Packages/com/nitrome/throwgame/Controller.as,145,com.nitrome.throwgame.Controller.speechBubble = new com.nitrome.throwgame.SpeechBubble();
com.nitrome.throwgame.Controller,NitromeGame,cast-or-call,,__Packages/com/nitrome/throwgame/Controller.as,149,NitromeGame(_root.ng).setLevelUnlocked(_root.selected_level + 1);
com.nitrome.throwgame.Controller,com.nitrome.throwgame.SpeechBubble,constructor,,__Packages/com/nitrome/throwgame/Controller.as,154,com.nitrome.throwgame.Controller.speechBubble = new com.nitrome.throwgame.SpeechBubble();
com.nitrome.throwgame.Controller,com.nitrome.throwgame.TreasureChest,qualified-call,dropNew,__Packages/com/nitrome/throwgame/Controller.as,193,com.nitrome.throwgame.TreasureChest.dropNew();
com.nitrome.throwgame.Controller,com.nitrome.throwgame.Team,reference,,__Packages/com/nitrome/throwgame/Controller.as,198,return com.nitrome.throwgame.Team.lines[com.nitrome.throwgame.Controller.teams[1].getTeamType()][line];
com.nitrome.throwgame.Controller,com.nitrome.throwgame.SpeechBubble,constructor,,__Packages/com/nitrome/throwgame/Controller.as,251,com.nitrome.throwgame.Controller.speechBubble = new com.nitrome.throwgame.SpeechBubble();
com.nitrome.throwgame.Debris,com.nitrome.util.Clip,inheritance,,__Packages/com/nitrome/throwgame/Debris.as,3,class com.nitrome.throwgame.Debris extends com.nitrome.util.Clip
com.nitrome.throwgame.Dynamite,com.nitrome.throwgame.Weapon,inheritance,,__Packages/com/nitrome/throwgame/Dynamite.as,3,class com.nitrome.throwgame.Dynamite extends com.nitrome.throwgame.Weapon
com.nitrome.throwgame.Dynamite,com.nitrome.throwgame.Explosion,constructor,,__Packages/com/nitrome/throwgame/Dynamite.as,49,"new com.nitrome.throwgame.Explosion(this.x,this.y,250,70,this.owner);"
com.nitrome.throwgame.Dynamite,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Dynamite.as,53,if(!this.simulation && this.y > com.nitrome.throwgame.Controller.water.y)
com.nitrome.throwgame.Dynamite,com.nitrome.throwgame.Debris,constructor,,__Packages/com/nitrome/throwgame/Dynamite.as,64,"_loc3_ = new com.nitrome.throwgame.Debris(com.nitrome.throwgame.Controller.effectsLayer,""cannonSmokeTrail"");"
com.nitrome.throwgame.Dynamite,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Dynamite.as,64,"_loc3_ = new com.nitrome.throwgame.Debris(com.nitrome.throwgame.Controller.effectsLayer,""cannonSmokeTrail"");"
com.nitrome.throwgame.Explosion,com.nitrome.util.Clip,inheritance,,__Packages/com/nitrome/throwgame/Explosion.as,3,class com.nitrome.throwgame.Explosion extends com.nitrome.util.Clip
com.nitrome.throwgame.Explosion,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Explosion.as,10,"super(com.nitrome.throwgame.Controller.content,""explosion"");"
com.nitrome.throwgame.Explosion,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Explosion.as,32,while(_loc11_ < com.nitrome.throwgame.Controller.teams.length)
com.nitrome.throwgame.Explosion,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Explosion.as,34,_loc10_ = com.nitrome.throwgame.Controller.teams[_loc11_];
com.nitrome.throwgame.Explosion,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Explosion.as,63,var _loc12_ = com.nitrome.throwgame.Controller.boxes.length - 1;
com.nitrome.throwgame.Explosion,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Explosion.as,69,_loc3_ = com.nitrome.throwgame.Controller.boxes[_loc12_];
com.nitrome.throwgame.GunpowderBarrel,com.nitrome.throwgame.BoxWeapon,inheritance,,__Packages/com/nitrome/throwgame/GunpowderBarrel.as,3,class com.nitrome.throwgame.GunpowderBarrel extends com.nitrome.throwgame.BoxWeapon
com.nitrome.throwgame.GunpowderBarrel,com.nitrome.throwgame.Explosion,constructor,,__Packages/com/nitrome/throwgame/GunpowderBarrel.as,16,"new com.nitrome.throwgame.Explosion(this.x,this.y,150,30,null);"
com.nitrome.throwgame.Map,com.nitrome.util.Clip,inheritance,,__Packages/com/nitrome/throwgame/Map.as,3,class com.nitrome.throwgame.Map extends com.nitrome.util.Clip
com.nitrome.throwgame.Map,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Map.as,10,"super(com.nitrome.throwgame.Controller.root.mapHolder,""map"");"
com.nitrome.throwgame.Map,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Map.as,30,while(_loc3_ < com.nitrome.throwgame.Controller.tileSystem.levelWidth + 2)
com.nitrome.throwgame.Map,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Map.as,33,while(_loc2_ < com.nitrome.throwgame.Controller.tileSystem.levelHeight + 2)
com.nitrome.throwgame.Map,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Map.as,35,if(com.nitrome.throwgame.Controller.tileSystem.tileGrid[_loc3_][_loc2_])
com.nitrome.throwgame.Map,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Map.as,47,var _loc5_ = com.nitrome.throwgame.Controller.tileSystem.levelWidth * this.dotSize;
com.nitrome.throwgame.Map,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Map.as,48,var _loc4_ = com.nitrome.throwgame.Controller.tileSystem.levelHeight * this.dotSize;
com.nitrome.throwgame.Map,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Map.as,51,this.mc.tr._x = this.mc.br._x = this.mc.r._x = com.nitrome.throwgame.Controller.tileSystem.levelWidth * this.dotSize + 11;
com.nitrome.throwgame.Map,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Map.as,52,this.mc.bl._y = this.mc.br._y = this.mc.b._y = com.nitrome.throwgame.Controller.tileSystem.levelHeight * this.dotSize + 11;
com.nitrome.throwgame.Map,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Map.as,61,while(_loc8_ < com.nitrome.throwgame.Controller.chests.length)
com.nitrome.throwgame.Map,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Map.as,63,_loc9_ = com.nitrome.throwgame.Controller.chests[_loc8_];
com.nitrome.throwgame.Map,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Map.as,76,while(_loc6_ < com.nitrome.throwgame.Controller.teams.length)
com.nitrome.throwgame.Map,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Map.as,78,_loc7_ = com.nitrome.throwgame.Controller.teams[_loc6_];
com.nitrome.throwgame.Map,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Map.as,88,if(_loc4_ < com.nitrome.throwgame.Controller.tileSystem.levelWidth + 2)
com.nitrome.throwgame.Map,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Map.as,93,if(_loc3_ < com.nitrome.throwgame.Controller.tileSystem.levelHeight + 2)
com.nitrome.throwgame.Mine,com.nitrome.throwgame.Weapon,inheritance,,__Packages/com/nitrome/throwgame/Mine.as,3,class com.nitrome.throwgame.Mine extends com.nitrome.throwgame.Weapon
com.nitrome.throwgame.Mine,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Mine.as,71,com.nitrome.throwgame.Controller.mines.push(this);
com.nitrome.throwgame.Mine,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Mine.as,85,com.nitrome.throwgame.Controller.inactivity = 0;
com.nitrome.throwgame.Mine,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Mine.as,110,while(_loc8_ < com.nitrome.throwgame.Controller.teams.length)
com.nitrome.throwgame.Mine,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Mine.as,112,_loc6_ = com.nitrome.throwgame.Controller.teams[_loc8_];
com.nitrome.throwgame.Mine,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Mine.as,121,if(!(_loc2_.velocityX == 0 && Math.abs(_loc2_.velocityY) <= 0.2 && com.nitrome.throwgame.Controller.twanging != _loc2_))
com.nitrome.throwgame.Mine,com.nitrome.throwgame.Explosion,constructor,,__Packages/com/nitrome/throwgame/Mine.as,154,"new com.nitrome.throwgame.Explosion(this.x,this.y,250,70,this.owner);"
com.nitrome.throwgame.Mine,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Mine.as,156,var _loc3_ = com.nitrome.throwgame.Controller.mines.length - 1;
com.nitrome.throwgame.Mine,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Mine.as,159,if(com.nitrome.throwgame.Controller.mines[_loc3_] == this)
com.nitrome.throwgame.Mine,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Mine.as,161,"com.nitrome.throwgame.Controller.mines.splice(_loc3_,1);"
com.nitrome.throwgame.ParachuteBomb,com.nitrome.throwgame.Weapon,inheritance,,__Packages/com/nitrome/throwgame/ParachuteBomb.as,3,class com.nitrome.throwgame.ParachuteBomb extends com.nitrome.throwgame.Weapon
com.nitrome.throwgame.ParachuteBomb,com.nitrome.throwgame.Explosion,constructor,,__Packages/com/nitrome/throwgame/ParachuteBomb.as,45,"new com.nitrome.throwgame.Explosion(this.x,this.y,160,50,this.owner);"
com.nitrome.throwgame.ParachuteBomb,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/ParachuteBomb.as,91,if(com.nitrome.throwgame.Controller.tileSystem.mouseButtonDown)
com.nitrome.throwgame.ParachuteBomb,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/ParachuteBomb.as,93,_loc4_ = com.nitrome.throwgame.Controller.content._xmouse - this.x;
com.nitrome.throwgame.ParachuteBomb,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/ParachuteBomb.as,102,com.nitrome.throwgame.Controller.root.cursor.fan.play();
com.nitrome.throwgame.ParachuteBomb,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/ParachuteBomb.as,110,com.nitrome.throwgame.Controller.root.cursor.fan.stop();
com.nitrome.throwgame.ParachuteBomb,com.nitrome.throwgame.Debris,constructor,,__Packages/com/nitrome/throwgame/ParachuteBomb.as,130,"_loc3_ = new com.nitrome.throwgame.Debris(com.nitrome.throwgame.Controller.effectsLayer,""cannonSmokeTrail"");"
com.nitrome.throwgame.ParachuteBomb,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/ParachuteBomb.as,130,"_loc3_ = new com.nitrome.throwgame.Debris(com.nitrome.throwgame.Controller.effectsLayer,""cannonSmokeTrail"");"
com.nitrome.throwgame.PiecesOfEight,com.nitrome.throwgame.Weapon,inheritance,,__Packages/com/nitrome/throwgame/PiecesOfEight.as,3,class com.nitrome.throwgame.PiecesOfEight extends com.nitrome.throwgame.Weapon
com.nitrome.throwgame.PiecesOfEight,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/PiecesOfEight.as,52,if(com.nitrome.throwgame.Controller.twanging != this && !this.fired)
com.nitrome.throwgame.PiecesOfEight,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/PiecesOfEight.as,68,if(this.y >= com.nitrome.throwgame.Controller.water.y)
com.nitrome.throwgame.PiecesOfEight,com.nitrome.throwgame.Explosion,constructor,,__Packages/com/nitrome/throwgame/PiecesOfEight.as,77,"new com.nitrome.throwgame.Explosion(this.x,this.y,50,25,this.owner);"
com.nitrome.throwgame.PiecesOfEight,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/PiecesOfEight.as,86,com.nitrome.throwgame.Controller.tileSystem.panToCharacter = this.owner;
com.nitrome.throwgame.PiecesOfEight,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/PiecesOfEight.as,105,var _loc13_ = com.nitrome.throwgame.Controller.teams[2 - this.owner.team.number].characters;
com.nitrome.throwgame.RumBottle,com.nitrome.throwgame.Weapon,inheritance,,__Packages/com/nitrome/throwgame/RumBottle.as,3,class com.nitrome.throwgame.RumBottle extends com.nitrome.throwgame.Weapon
com.nitrome.throwgame.RumBottle,com.nitrome.throwgame.Explosion,constructor,,__Packages/com/nitrome/throwgame/RumBottle.as,50,"new com.nitrome.throwgame.Explosion(this.x,this.y,80,25,this.owner);"
com.nitrome.throwgame.RumBottle,com.nitrome.throwgame.Solid,reference,,__Packages/com/nitrome/throwgame/RumBottle.as,52,if(side == com.nitrome.throwgame.Solid.FLOOR)
com.nitrome.throwgame.RumBottle,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/RumBottle.as,56,_loc6_ = com.nitrome.throwgame.Controller.tileSystem.tileGrid[_loc5_][_loc4_];
com.nitrome.throwgame.RumBottle,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/RumBottle.as,57,while(com.nitrome.throwgame.Controller.tileSystem.tileGrid[_loc5_][_loc4_ - 1])
com.nitrome.throwgame.RumBottle,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/RumBottle.as,60,_loc6_ = com.nitrome.throwgame.Controller.tileSystem.tileGrid[_loc5_][_loc4_];
com.nitrome.throwgame.RumBottle,com.nitrome.throwgame.SweepingFlame,constructor,,__Packages/com/nitrome/throwgame/RumBottle.as,62,"new com.nitrome.throwgame.SweepingFlame(_loc5_ << 5,_loc4_ << 5,true);"
