owner,target,kind,member,source,line,evidence
com.nitrome.throwgame.RumBottle,com.nitrome.throwgame.SweepingFlame,constructor,,__Packages/com/nitrome/throwgame/RumBottle.as,63,"new com.nitrome.throwgame.SweepingFlame(_loc5_ << 5,_loc4_ << 5,false);"
com.nitrome.throwgame.RumBottle,com.nitrome.throwgame.Debris,constructor,,__Packages/com/nitrome/throwgame/RumBottle.as,78,"_loc3_ = new com.nitrome.throwgame.Debris(com.nitrome.throwgame.Controller.effectsLayer,""cannonSmokeTrail"");"
com.nitrome.throwgame.RumBottle,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/RumBottle.as,78,"_loc3_ = new com.nitrome.throwgame.Debris(com.nitrome.throwgame.Controller.effectsLayer,""cannonSmokeTrail"");"
com.nitrome.throwgame.Seagull,com.nitrome.throwgame.Weapon,inheritance,,__Packages/com/nitrome/throwgame/Seagull.as,3,class com.nitrome.throwgame.Seagull extends com.nitrome.throwgame.Weapon
com.nitrome.throwgame.Seagull,com.nitrome.util.Clip,constructor,,__Packages/com/nitrome/throwgame/Seagull.as,26,"this.dottedLine = new com.nitrome.util.Clip(com.nitrome.throwgame.Controller.characterLayer,""dottedLine"");"
com.nitrome.throwgame.Seagull,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Seagull.as,26,"this.dottedLine = new com.nitrome.util.Clip(com.nitrome.throwgame.Controller.characterLayer,""dottedLine"");"
com.nitrome.throwgame.Seagull,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Seagull.as,28,this.dottedLine.y = com.nitrome.throwgame.Controller.content._ymouse;
com.nitrome.throwgame.Seagull,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Seagull.as,41,com.nitrome.throwgame.Controller.tileSystem.mouseButtonDown = false;
com.nitrome.throwgame.Seagull,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Seagull.as,51,this.dottedLine.x = - com.nitrome.throwgame.Controller.content._x;
com.nitrome.throwgame.Seagull,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Seagull.as,52,this.dottedLine.y = com.nitrome.throwgame.Controller.content._ymouse;
com.nitrome.throwgame.Seagull,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Seagull.as,67,_loc5_ = com.nitrome.throwgame.Controller.tileSystem.mouseButtonDown;
com.nitrome.throwgame.Seagull,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Seagull.as,73,"this.place(-300,com.nitrome.throwgame.Controller.content._ymouse);"
com.nitrome.throwgame.Seagull,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Seagull.as,75,else if(!this.finished && this.x < com.nitrome.throwgame.Controller.tileSystem.levelWidth << 5)
com.nitrome.throwgame.Seagull,com.nitrome.throwgame.Weapon,constructor,,__Packages/com/nitrome/throwgame/Seagull.as,77,"var shot = new com.nitrome.throwgame.Weapon(""seagullFire"");"
com.nitrome.throwgame.Seagull,com.nitrome.throwgame.Explosion,constructor,,__Packages/com/nitrome/throwgame/Seagull.as,86,"new com.nitrome.throwgame.Explosion(this.x,this.y,50,50,this.owner);"
com.nitrome.throwgame.Seagull,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Seagull.as,92,if(this.y > com.nitrome.throwgame.Controller.water.y)
com.nitrome.throwgame.Seagull,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Seagull.as,106,com.nitrome.throwgame.Controller.tileSystem.mouseButtonDown = false;
com.nitrome.throwgame.Seagull,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Seagull.as,114,if(this.x > (com.nitrome.throwgame.Controller.tileSystem.levelWidth << 5) + 275 && this.shots.length < 1)
com.nitrome.throwgame.Seagull,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Seagull.as,140,var _loc12_ = com.nitrome.throwgame.Controller.teams[2 - this.owner.team.number].characters;
com.nitrome.throwgame.Seagull,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Seagull.as,169,_loc14_.push(Math.floor(Math.random() * (com.nitrome.throwgame.Controller.tileSystem.levelWidth << 5)));
com.nitrome.throwgame.Seagull,com.nitrome.throwgame.Weapon,constructor,,__Packages/com/nitrome/throwgame/Seagull.as,182,_loc2_ = new com.nitrome.throwgame.Weapon();
com.nitrome.throwgame.Seagull,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Seagull.as,192,while(!_loc2_.simulationFinished && _loc2_.y < com.nitrome.throwgame.Controller.water.y)
com.nitrome.throwgame.Solid,com.nitrome.util.Clip,inheritance,,__Packages/com/nitrome/throwgame/Solid.as,3,class com.nitrome.throwgame.Solid extends com.nitrome.util.Clip
com.nitrome.throwgame.Solid,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Solid.as,41,var _loc4_ = this.y < com.nitrome.throwgame.Controller.water.y;
com.nitrome.throwgame.Solid,com.nitrome.throwgame.Debris,constructor,,__Packages/com/nitrome/throwgame/Solid.as,45,"_loc3_ = new com.nitrome.throwgame.Debris(com.nitrome.throwgame.Controller.waterLayer,""splash"");"
com.nitrome.throwgame.Solid,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Solid.as,45,"_loc3_ = new com.nitrome.throwgame.Debris(com.nitrome.throwgame.Controller.waterLayer,""splash"");"
com.nitrome.throwgame.Solid,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Solid.as,47,_loc3_.y = com.nitrome.throwgame.Controller.water.y;
com.nitrome.throwgame.Solid,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Solid.as,49,"_loc3_.mc.gotoAndPlay(""splash"" + com.nitrome.throwgame.Controller.skyColour.toString());"
com.nitrome.throwgame.Solid,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Solid.as,50,com.nitrome.throwgame.Controller.water.hide();
com.nitrome.throwgame.Solid,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Solid.as,51,com.nitrome.throwgame.Controller.water.show();
com.nitrome.throwgame.Solid,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Solid.as,52,"com.nitrome.throwgame.Controller.water.mc.gotoAndStop(""water"" + com.nitrome.throwgame.Controller.skyColour.toString());"
com.nitrome.throwgame.Solid,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Solid.as,52,"com.nitrome.throwgame.Controller.water.mc.gotoAndStop(""water"" + com.nitrome.throwgame.Controller.skyColour.toString());"
com.nitrome.throwgame.Solid,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Solid.as,62,this.velocityX = (com.nitrome.throwgame.Controller.content._xmouse - this.x) * -0.25;
com.nitrome.throwgame.Solid,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Solid.as,63,this.velocityY = (com.nitrome.throwgame.Controller.content._ymouse - this.y) * -0.25;
com.nitrome.throwgame.Solid,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Solid.as,78,var _loc8_ = com.nitrome.throwgame.Controller.content._xmouse - this.x;
com.nitrome.throwgame.Solid,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Solid.as,79,var _loc7_ = com.nitrome.throwgame.Controller.content._ymouse - this.y;
com.nitrome.throwgame.Solid,com.senocular.drawing.DashedLine,constructor,,__Packages/com/nitrome/throwgame/Solid.as,93,"var _loc6_ = new com.senocular.drawing.DashedLine(this.mcHolder,8,8);"
com.nitrome.throwgame.Solid,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Solid.as,94,var _loc15_ = (com.nitrome.throwgame.Controller.content._xmouse - this.x) * -0.25;
com.nitrome.throwgame.Solid,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Solid.as,95,var _loc14_ = (com.nitrome.throwgame.Controller.content._ymouse - this.y) * -0.25;
com.nitrome.throwgame.Solid,com.nitrome.util.Clip,constructor,,__Packages/com/nitrome/throwgame/Solid.as,119,"this.twangPin = new com.nitrome.util.Clip(this.mcHolder,""pin"");"
com.nitrome.throwgame.Solid,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Solid.as,136,if(com.nitrome.throwgame.Controller.dragging == this)
com.nitrome.throwgame.Solid,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Solid.as,138,_loc20_ = com.nitrome.throwgame.Controller.content._xmouse - this.dragStartX;
com.nitrome.throwgame.Solid,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Solid.as,139,_loc21_ = com.nitrome.throwgame.Controller.content._ymouse - this.dragStartY + 100;
com.nitrome.throwgame.Solid,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Solid.as,140,if(Math.abs(_loc20_) < 5 && Math.abs(com.nitrome.throwgame.Controller.content._ymouse - this.dragStartY) < 5)
com.nitrome.throwgame.Solid,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Solid.as,150,this.velocityX = (com.nitrome.throwgame.Controller.content._xmouse - this.x) / 2;
com.nitrome.throwgame.Solid,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Solid.as,151,this.velocityY = (com.nitrome.throwgame.Controller.content._ymouse - this.y) / 2;
com.nitrome.throwgame.Solid,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Solid.as,152,com.nitrome.throwgame.Controller.dragging = null;
com.nitrome.throwgame.Solid,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Solid.as,154,com.nitrome.throwgame.Controller.dragging = this;
com.nitrome.throwgame.Solid,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Solid.as,159,com.nitrome.throwgame.Controller.dragging = null;
com.nitrome.throwgame.Solid,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Solid.as,199,if(_loc9_ = com.nitrome.throwgame.Controller.tileSystem.tileGrid[_loc4_][_loc3_])
com.nitrome.throwgame.Solid,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Solid.as,221,while(_loc8_ < com.nitrome.throwgame.Controller.boxes.length)
com.nitrome.throwgame.Solid,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Solid.as,223,_loc2_ = com.nitrome.throwgame.Controller.boxes[_loc8_];
com.nitrome.throwgame.Solid,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Solid.as,297,if(_loc9_ = com.nitrome.throwgame.Controller.tileSystem.tileGrid[_loc4_][_loc3_])
com.nitrome.throwgame.Solid,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Solid.as,319,while(_loc8_ < com.nitrome.throwgame.Controller.boxes.length)
com.nitrome.throwgame.Solid,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Solid.as,321,_loc2_ = com.nitrome.throwgame.Controller.boxes[_loc8_];
com.nitrome.throwgame.SpeechBubble,com.nitrome.util.Clip,inheritance,,__Packages/com/nitrome/throwgame/SpeechBubble.as,3,class com.nitrome.throwgame.SpeechBubble extends com.nitrome.util.Clip
com.nitrome.throwgame.SpeechBubble,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/SpeechBubble.as,16,"super(com.nitrome.throwgame.Controller.characterLayer,""speechBubble"");"
com.nitrome.throwgame.SweepingFlame,com.nitrome.util.Clip,inheritance,,__Packages/com/nitrome/throwgame/SweepingFlame.as,3,class com.nitrome.throwgame.SweepingFlame extends com.nitrome.util.Clip
com.nitrome.throwgame.SweepingFlame,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/SweepingFlame.as,8,"super(com.nitrome.throwgame.Controller.characterLayer,""sweepingFlame"");"
com.nitrome.throwgame.SweepingFlame,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/SweepingFlame.as,20,while(_loc9_ < com.nitrome.throwgame.Controller.teams.length)
com.nitrome.throwgame.SweepingFlame,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/SweepingFlame.as,22,_loc7_ = com.nitrome.throwgame.Controller.teams[_loc9_];
com.nitrome.throwgame.SweepingFlame,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/SweepingFlame.as,49,if(!com.nitrome.throwgame.Controller.tileSystem.tileGrid[_loc3_][_loc2_])
com.nitrome.throwgame.SweepingFlame,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/SweepingFlame.as,53,if(com.nitrome.throwgame.Controller.tileSystem.tileGrid[_loc3_][_loc2_ - 1])
com.nitrome.throwgame.SweepingFlame,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/SweepingFlame.as,58,com.nitrome.throwgame.Controller.inactivity = 0;
com.nitrome.throwgame.Team,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Team.as,36,if(!this.aiFinished && com.nitrome.throwgame.Controller.currentTeam == this)
com.nitrome.throwgame.Team,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Team.as,81,com.nitrome.throwgame.Controller.tileSystem.panToCharacter = _loc5_.player;
com.nitrome.throwgame.Team,com.nitrome.throwgame.Controller,qualified-call,nextTurn,__Packages/com/nitrome/throwgame/Team.as,85,com.nitrome.throwgame.Controller.nextTurn();
com.nitrome.throwgame.Team,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Team.as,89,else if(this.aiMoveDetails && com.nitrome.throwgame.Controller.tileSystem.panToCharacter == null)
com.nitrome.throwgame.Team,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Team.as,115,if(com.nitrome.throwgame.Controller.currentTeam == this && !this.selectedCharacter)
com.nitrome.throwgame.Team,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Team.as,117,com.nitrome.throwgame.Controller.inactivity = 0;
com.nitrome.throwgame.Team,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Team.as,128,"var _loc9_ = com.nitrome.throwgame.Controller.root[""team"" + this.number];"
com.nitrome.throwgame.Team,com.nitrome.util.Global,qualified-call,slide,__Packages/com/nitrome/throwgame/Team.as,130,"_loc9_.gotoAndStop(com.nitrome.util.Global.slide(_loc9_._currentframe,_loc10_,1));"
com.nitrome.throwgame.Team,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Team.as,261,_loc4_ = com.nitrome.throwgame.Controller.tileSystem.cameraX + 275 - this.characters[_loc2_].x;
com.nitrome.throwgame.Team,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Team.as,262,_loc3_ = com.nitrome.throwgame.Controller.tileSystem.cameraY + 275 - this.characters[_loc2_].y;
com.nitrome.throwgame.Team,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Team.as,275,com.nitrome.throwgame.Controller.tileSystem.panToCharacter = _loc7_;
com.nitrome.throwgame.Team,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Team.as,279,com.nitrome.throwgame.Controller.tileSystem.panToCharacter = _loc8_;
com.nitrome.throwgame.Team,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Team.as,282,"com.nitrome.throwgame.Controller.root.weapons.gotoAndStop(this.number != 2 ? ""red"" : ""blue"");"
com.nitrome.throwgame.Team,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Team.as,285,"com.nitrome.throwgame.Controller.text.say(""Computer, take your turn"");"
com.nitrome.throwgame.Team,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Team.as,289,"com.nitrome.throwgame.Controller.text.say(""Player "" + this.number + "", take your turn"");"
com.nitrome.throwgame.TidalWave,com.nitrome.throwgame.Weapon,inheritance,,__Packages/com/nitrome/throwgame/TidalWave.as,3,class com.nitrome.throwgame.TidalWave extends com.nitrome.throwgame.Weapon
com.nitrome.throwgame.TidalWave,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TidalWave.as,34,if(this.x > (com.nitrome.throwgame.Controller.tileSystem.levelWidth << 5) + 550)
com.nitrome.throwgame.TidalWave,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TidalWave.as,40,while(_loc6_ < com.nitrome.throwgame.Controller.teams.length)
com.nitrome.throwgame.TidalWave,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TidalWave.as,42,_loc5_ = com.nitrome.throwgame.Controller.teams[_loc6_];
com.nitrome.throwgame.TidalWave,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TidalWave.as,49,if(_loc3_.y >= com.nitrome.throwgame.Controller.water.y - 300)
com.nitrome.throwgame.TidalWave,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TidalWave.as,65,else if(com.nitrome.throwgame.Controller.tileSystem.mouseButtonDown)
com.nitrome.throwgame.TidalWave,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TidalWave.as,79,this.y = com.nitrome.throwgame.Controller.water.y;
com.nitrome.throwgame.TidalWave,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TidalWave.as,82,"this.mc.gotoAndPlay(""anim"" + com.nitrome.throwgame.Controller.skyColour.toString());"
com.nitrome.throwgame.Tile,com.nitrome.util.Clip,inheritance,,__Packages/com/nitrome/throwgame/Tile.as,3,class com.nitrome.throwgame.Tile extends com.nitrome.util.Clip
com.nitrome.throwgame.Tile,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Tile.as,14,super(com.nitrome.throwgame.Controller.tileLayer);
com.nitrome.throwgame.Tile,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/Tile.as,27,this.mc.gotoAndPlay(1 + com.nitrome.throwgame.Controller.tileSystem.animationCounter % this.mc._totalframes);
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,27,"com.nitrome.throwgame.Controller.content.onMouseDown = mx.utils.Delegate.create(this,this.mouseDown);"
com.nitrome.throwgame.TileSystem,mx.utils.Delegate,qualified-call,create,__Packages/com/nitrome/throwgame/TileSystem.as,27,"com.nitrome.throwgame.Controller.content.onMouseDown = mx.utils.Delegate.create(this,this.mouseDown);"
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,28,"com.nitrome.throwgame.Controller.content.onMouseUp = mx.utils.Delegate.create(this,this.mouseUp);"
com.nitrome.throwgame.TileSystem,mx.utils.Delegate,qualified-call,create,__Packages/com/nitrome/throwgame/TileSystem.as,28,"com.nitrome.throwgame.Controller.content.onMouseUp = mx.utils.Delegate.create(this,this.mouseUp);"
com.nitrome.throwgame.TileSystem,NitromeGame,cast-or-call,,__Packages/com/nitrome/throwgame/TileSystem.as,37,"var _loc3_ = NitromeGame(_root.ng).getSwfPath() + ""levels/"" + NitromeGame(_root.ng).getLevelName(number,"".xml"");"
com.nitrome.throwgame.TileSystem,NitromeGame,cast-or-call,,__Packages/com/nitrome/throwgame/TileSystem.as,37,"var _loc3_ = NitromeGame(_root.ng).getSwfPath() + ""levels/"" + NitromeGame(_root.ng).getLevelName(number,"".xml"");"
com.nitrome.throwgame.TileSystem,com.nitrome.game.TransitionTween,cast-or-call,,__Packages/com/nitrome/throwgame/TileSystem.as,39,com.nitrome.game.TransitionTween(_root.tt).stop();
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,44,com.nitrome.throwgame.Controller.tileSystem.readXML(com.nitrome.throwgame.Controller.tileSystem.xml);
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,44,com.nitrome.throwgame.Controller.tileSystem.readXML(com.nitrome.throwgame.Controller.tileSystem.xml);
com.nitrome.throwgame.TileSystem,com.nitrome.game.TransitionTween,cast-or-call,,__Packages/com/nitrome/throwgame/TileSystem.as,45,com.nitrome.game.TransitionTween(_root.tt).play();
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,71,com.nitrome.throwgame.Controller.objects = [];
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,72,com.nitrome.throwgame.Controller.boxes = [];
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,73,com.nitrome.throwgame.Controller.mines = [];
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,74,com.nitrome.throwgame.Controller.chests = [];
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Tile,constructor,,__Packages/com/nitrome/throwgame/TileSystem.as,94,"_loc9_ = new com.nitrome.throwgame.Tile(_loc8_,_loc3_,_loc6_);"
com.nitrome.throwgame.TileSystem,com.nitrome.util.Clip,constructor,,__Packages/com/nitrome/throwgame/TileSystem.as,113,"_loc7_ = new com.nitrome.util.Clip(com.nitrome.throwgame.Controller.backTileLayer,_loc8_);"
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,113,"_loc7_ = new com.nitrome.util.Clip(com.nitrome.throwgame.Controller.backTileLayer,_loc8_);"
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Character,constructor,,__Packages/com/nitrome/throwgame/TileSystem.as,156,_loc5_ = new com.nitrome.throwgame.Character(_loc4_.attributes.type);
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,163,_loc5_.team = com.nitrome.throwgame.Controller.teams[_loc11_];
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,165,_loc5_.index = com.nitrome.throwgame.Controller.teams[_loc11_].characters.length - 1;
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,168,com.nitrome.throwgame.Controller.water = new com.nitrome.throwgame.Water();
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Water,constructor,,__Packages/com/nitrome/throwgame/TileSystem.as,168,com.nitrome.throwgame.Controller.water = new com.nitrome.throwgame.Water();
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,169,com.nitrome.throwgame.Controller.water.y = Number(_loc4_.attributes.y) * 32;
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,170,com.nitrome.throwgame.Controller.water.update();
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.TreasureChest,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,173,com.nitrome.throwgame.TreasureChest.potentialWeaponList = this.getPotentialWeaponList(_loc4_.attributes);
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.TreasureChest,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,174,com.nitrome.throwgame.TreasureChest.maxCount = 3;
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,178,com.nitrome.throwgame.Controller.map.reset();
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,179,if(com.nitrome.throwgame.Controller.teams[1].aiControlled)
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,181,com.nitrome.throwgame.Controller.speechBubble = new com.nitrome.throwgame.SpeechBubble();
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.SpeechBubble,constructor,,__Packages/com/nitrome/throwgame/TileSystem.as,181,com.nitrome.throwgame.Controller.speechBubble = new com.nitrome.throwgame.SpeechBubble();
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,182,com.nitrome.throwgame.Controller.speechBubble.text = com.nitrome.throwgame.Controller.getLine(0);
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,qualified-call,getLine,__Packages/com/nitrome/throwgame/TileSystem.as,182,com.nitrome.throwgame.Controller.speechBubble.text = com.nitrome.throwgame.Controller.getLine(0);
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,183,com.nitrome.throwgame.Controller.speechBubble.setTarget(com.nitrome.throwgame.Controller.teams[0].speaker());
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,183,com.nitrome.throwgame.Controller.speechBubble.setTarget(com.nitrome.throwgame.Controller.teams[0].speaker());
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,184,com.nitrome.throwgame.Controller.speechLineNumber = 1;
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,qualified-call,setSkyColour,__Packages/com/nitrome/throwgame/TileSystem.as,190,com.nitrome.throwgame.Controller.setSkyColour(1);
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,qualified-call,setSkyColour,__Packages/com/nitrome/throwgame/TileSystem.as,194,com.nitrome.throwgame.Controller.setSkyColour(2);
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,qualified-call,setSkyColour,__Packages/com/nitrome/throwgame/TileSystem.as,198,com.nitrome.throwgame.Controller.setSkyColour(3);
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,201,com.nitrome.throwgame.Controller.currentTeam.startTurn();
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,295,var _loc13_ = com.nitrome.throwgame.Controller.currentTeam.selectedCharacter.equippedWeapon;
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,299,if(com.nitrome.throwgame.Controller.rangeCircle._alpha < 100)
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,301,com.nitrome.throwgame.Controller.rangeCircle._alpha += 20;
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,303,com.nitrome.throwgame.Controller.rangeCircle._x = com.nitrome.throwgame.Controller.currentTeam.selectedCharacter.x;
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,303,com.nitrome.throwgame.Controller.rangeCircle._x = com.nitrome.throwgame.Controller.currentTeam.selectedCharacter.x;
com.nitrome.throwgame.TileSystem,com.nitrome.throwgame.Controller,reference,,__Packages/com/nitrome/throwgame/TileSystem.as,304,com.nitrome.throwgame.Controller.rangeCircle._y = com.nitrome.throwgame.Controller.currentTeam.selectedCharacter.y + _loc13_.dragOffset;
