symbol_id,tag_type,linkage_names,timeline_frames,bitmap_width,bitmap_height
1,DefineBitsLossless2Tag,,,397,27
2,DefineShapeTag,,,,
3,DefineShapeTag,,,,
4,DefineSpriteTag,,1,,
5,DefineSpriteTag,__Packages.mx.core.UIObject,0,,
6,DefineSpriteTag,__Packages.mx.core.UIComponent,0,,
7,DefineSpriteTag,__Packages.DangleFont,0,,
8,DefineShapeTag,,,,
9,DefineSpriteTag,BoundingBox,1,,
10,DefineBitsLossless2Tag,,,8,11
11,DefineShapeTag,,,,
12,DefineSpriteTag,text_0,1,,
13,DefineBitsLossless2Tag,,,6,11
14,DefineShapeTag,,,,
15,DefineSpriteTag,text_1,1,,
16,DefineBitsLossless2Tag,,,8,11
17,DefineShapeTag,,,,
18,DefineSpriteTag,text_2,1,,
19,DefineBitsLossless2Tag,,,8,11
20,DefineShapeTag,,,,
21,DefineSpriteTag,text_3,1,,
22,DefineBitsLossless2Tag,,,8,11
23,DefineShapeTag,,,,
24,DefineSpriteTag,text_4,1,,
25,DefineBitsLossless2Tag,,,8,11
26,DefineShapeTag,,,,
27,DefineSpriteTag,text_5,1,,
28,DefineBitsLossless2Tag,,,8,11
29,DefineShapeTag,,,,
30,DefineSpriteTag,text_6,1,,
31,DefineBitsLossless2Tag,,,8,11
32,DefineShapeTag,,,,
33,DefineSpriteTag,text_7,1,,
34,DefineBitsLossless2Tag,,,8,11
35,DefineShapeTag,,,,
36,DefineSpriteTag,text_8,1,,
37,DefineBitsLossless2Tag,,,8,11
38,DefineShapeTag,,,,
39,DefineSpriteTag,text_9,1,,
40,DefineBitsLossless2Tag,,,8,11
41,DefineShapeTag,,,,
42,DefineSpriteTag,text_a,1,,
43,DefineBitsLossless2Tag,,,8,11
44,DefineShapeTag,,,,
45,DefineSpriteTag,text_b,1,,
46,DefineBitsLossless2Tag,,,8,11
47,DefineShapeTag,,,,
48,DefineSpriteTag,text_c,1,,
49,DefineBitsLossless2Tag,,,8,11
50,DefineShapeTag,,,,
51,DefineSpriteTag,text_d,1,,
52,DefineBitsLossless2Tag,,,8,11
53,DefineShapeTag,,,,
54,DefineSpriteTag,text_e,1,,
55,DefineBitsLossless2Tag,,,4,11
56,DefineShapeTag,,,,
57,DefineSpriteTag,text_exclamation,1,,
58,DefineBitsLossless2Tag,,,8,11
59,DefineShapeTag,,,,
60,DefineSpriteTag,text_f,1,,
61,DefineBitsLossless2Tag,,,8,11
62,DefineShapeTag,,,,
63,DefineSpriteTag,text_g,1,,
64,DefineBitsLossless2Tag,,,8,11
65,DefineShapeTag,,,,
66,DefineSpriteTag,text_h,1,,
67,DefineBitsLossless2Tag,,,4,11
68,DefineShapeTag,,,,
69,DefineSpriteTag,text_i,1,,
70,DefineBitsLossless2Tag,,,8,11
71,DefineShapeTag,,,,
72,DefineSpriteTag,text_j,1,,
73,DefineBitsLossless2Tag,,,8,11
74,DefineShapeTag,,,,
75,DefineSpriteTag,text_k,1,,
76,DefineBitsLossless2Tag,,,8,11
77,DefineShapeTag,,,,
78,DefineSpriteTag,text_l,1,,
79,DefineBitsLossless2Tag,,,12,11
80,DefineShapeTag,,,,
81,DefineSpriteTag,text_m,1,,
82,DefineBitsLossless2Tag,,,8,11
83,DefineShapeTag,,,,
84,DefineSpriteTag,text_n,1,,
85,DefineSpriteTag,text_o,1,,
86,DefineBitsLossless2Tag,,,8,11
87,DefineShapeTag,,,,
88,DefineSpriteTag,text_p,1,,
89,DefineBitsLossless2Tag,,,9,11
90,DefineShapeTag,,,,
91,DefineSpriteTag,,1,,
92,DefineSpriteTag,text_q,1,,
93,DefineBitsLossless2Tag,,,8,11
94,DefineShapeTag,,,,
95,DefineSpriteTag,text_question,1,,
96,DefineBitsLossless2Tag,,,8,11
97,DefineShapeTag,,,,
98,DefineSpriteTag,text_r,1,,
99,DefineBitsLossless2Tag,,,8,11
100,DefineShapeTag,,,,
101,DefineSpriteTag,text_s,1,,
102,DefineBitsLossless2Tag,,,4,11
103,DefineShapeTag,,,,
104,DefineSpriteTag,text_space,1,,
105,DefineBitsLossless2Tag,,,4,11
106,DefineShapeTag,,,,
107,DefineSpriteTag,text_stop,1,,
108,DefineBitsLossless2Tag,,,8,11
109,DefineShapeTag,,,,
110,DefineSpriteTag,text_t,1,,
111,DefineBitsLossless2Tag,,,8,11
112,DefineShapeTag,,,,
113,DefineSpriteTag,text_u,1,,
114,DefineBitsLossless2Tag,,,8,11
115,DefineShapeTag,,,,
116,DefineSpriteTag,text_v,1,,
117,DefineBitsLossless2Tag,,,12,11
118,DefineShapeTag,,,,
119,DefineSpriteTag,text_w,1,,
120,DefineBitsLossless2Tag,,,8,11
121,DefineShapeTag,,,,
122,DefineSpriteTag,text_x,1,,
123,DefineBitsLossless2Tag,,,8,11
124,DefineShapeTag,,,,
125,DefineSpriteTag,text_y,1,,
126,DefineBitsLossless2Tag,,,8,11
127,DefineShapeTag,,,,
128,DefineSpriteTag,text_z,1,,
129,DefineSpriteTag,Defaults,1,,
130,DefineSpriteTag,UIObjectExtensions,1,,
131,DefineSpriteTag,UIObject,2,,
132,DefineShape4Tag,,,,
133,DefineShape4Tag,,,,
134,DefineButton2Tag,,,,
135,DefineSpriteTag,,1,,
136,DefineSpriteTag,FocusRect,1,,
137,DefineSpriteTag,FocusManager,2,,
138,DefineSpriteTag,UIComponentExtensions,1,,
139,DefineSpriteTag,UIComponent,2,,
140,DefineBitsLossless2Tag,,,4,12
141,DefineShapeTag,,,,
142,DefineSpriteTag,text_comma,1,,
143,DefineBitsLossless2Tag,,,4,11
144,DefineShapeTag,,,,
145,DefineSpriteTag,text_apostrophe,1,,
146,DefineBitsLossless2Tag,,,8,11
147,DefineShapeTag,,,,
148,DefineSpriteTag,text_hyphen,1,,
149,DefineSpriteTag,DangleFont,2,,
150,DefineSpriteTag,__Packages.mx.skins.SkinElement,0,,
151,DefineSpriteTag,__Packages.mx.styles.CSSTextStyles,0,,
152,DefineSpriteTag,__Packages.mx.styles.StyleManager,0,,
153,DefineSpriteTag,__Packages.mx.styles.CSSStyleDeclaration,0,,
154,DefineSpriteTag,__Packages.mx.events.EventDispatcher,1,,
155,DefineSpriteTag,__Packages.mx.events.UIEventDispatcher,1,,
156,DefineSpriteTag,__Packages.mx.skins.ColoredSkinElement,1,,
157,DefineSpriteTag,__Packages.mx.core.ext.UIObjectExtensions,1,,
158,DefineSpriteTag,__Packages.mx.skins.halo.Defaults,1,,
159,DefineSpriteTag,__Packages.mx.managers.DepthManager,1,,
160,DefineSpriteTag,__Packages.mx.controls.SimpleButton,1,,
161,DefineSpriteTag,__Packages.mx.managers.SystemManager,1,,
162,DefineSpriteTag,__Packages.mx.managers.FocusManager,1,,
163,DefineSpriteTag,__Packages.mx.skins.halo.FocusRect,1,,
164,DefineSpriteTag,__Packages.mx.managers.OverlappedWindows,1,,
165,DefineSpriteTag,__Packages.mx.styles.CSSSetStyle,1,,
166,DefineSpriteTag,__Packages.mx.core.ext.UIComponentExtensions,1,,
167,DefineSpriteTag,preloader,1,,
168,DefineBitsLosslessTag,,,550,400
169,DefineShapeTag,,,,
170,DefineBitsLossless2Tag,,,75,42
171,DefineBitsLossless2Tag,,,83,40
172,DefineBitsLossless2Tag,,,100,48
173,DefineBitsLossless2Tag,,,74,39
174,DefineShape2Tag,,,,
175,DefineSpriteTag,,1,,
176,DefineBitsLossless2Tag,,,801,291
177,DefineShape2Tag,,,,
178,DefineSpriteTag,,1,,
179,DefineBitsLossless2Tag,,,108,55
180,DefineShape2Tag,,,,
181,DefineSpriteTag,,1,,
182,DefineBitsLossless2Tag,,,550,154
183,DefineShape2Tag,,,,
184,DefineSpriteTag,,1,,
185,DefineShapeTag,,,,
186,DefineSpriteTag,,1,,
187,DefineSpriteTag,,1,,
188,DefineBitsLossless2Tag,,,64,64
189,DefineShape3Tag,,,,
190,DefineSpriteTag,,1,,
191,DefineSpriteTag,menu_background_anim,1,,
192,DefineSpriteTag,__Packages.PirateFont,1,,
193,DefineBitsLossless2Tag,,,16,18
194,DefineShapeTag,,,,
195,DefineSpriteTag,pir_0,1,,
196,DefineBitsLossless2Tag,,,15,23
197,DefineShapeTag,,,,
198,DefineSpriteTag,pir_1,1,,
199,DefineBitsLossless2Tag,,,26,23
200,DefineShapeTag,,,,
201,DefineSpriteTag,pir_2,1,,
202,DefineBitsLossless2Tag,,,16,18
203,DefineShapeTag,,,,
204,DefineSpriteTag,pir_3,1,,
205,DefineBitsLossless2Tag,,,16,18
206,DefineShapeTag,,,,
207,DefineSpriteTag,pir_4,1,,
208,DefineBitsLossless2Tag,,,16,18
209,DefineShapeTag,,,,
210,DefineSpriteTag,pir_5,1,,
211,DefineBitsLossless2Tag,,,16,18
212,DefineShapeTag,,,,
213,DefineSpriteTag,pir_6,1,,
214,DefineBitsLossless2Tag,,,16,18
215,DefineShapeTag,,,,
216,DefineSpriteTag,pir_7,1,,
217,DefineBitsLossless2Tag,,,16,18
218,DefineShapeTag,,,,
219,DefineSpriteTag,pir_8,1,,
220,DefineBitsLossless2Tag,,,16,18
221,DefineShapeTag,,,,
222,DefineSpriteTag,pir_9,1,,
223,DefineBitsLossless2Tag,,,26,23
224,DefineShapeTag,,,,
225,DefineSpriteTag,pir_a,1,,
226,DefineBitsLossless2Tag,,,23,23
227,DefineShapeTag,,,,
228,DefineSpriteTag,pir_b,1,,
229,DefineBitsLossless2Tag,,,24,23
230,DefineShapeTag,,,,
231,DefineSpriteTag,pir_c,1,,
232,DefineBitsLossless2Tag,,,24,23
233,DefineShapeTag,,,,
234,DefineSpriteTag,pir_d,1,,
235,DefineBitsLossless2Tag,,,26,23
236,DefineShapeTag,,,,
237,DefineSpriteTag,pir_e,1,,
238,DefineBitsLossless2Tag,,,10,18
239,DefineShapeTag,,,,
240,DefineSpriteTag,pir_exclamation,1,,
241,DefineBitsLossless2Tag,,,22,23
242,DefineShapeTag,,,,
243,DefineSpriteTag,pir_f,1,,
244,DefineBitsLossless2Tag,,,24,26
245,DefineShapeTag,,,,
246,DefineSpriteTag,pir_g,1,,
247,DefineBitsLossless2Tag,,,25,23
248,DefineShapeTag,,,,
249,DefineSpriteTag,pir_h,1,,
250,DefineBitsLossless2Tag,,,15,23
251,DefineShapeTag,,,,
252,DefineSpriteTag,pir_i,1,,
253,DefineBitsLossless2Tag,,,22,26
254,DefineShapeTag,,,,
255,DefineSpriteTag,pir_j,1,,
256,DefineBitsLossless2Tag,,,38,31
257,DefineShapeTag,,,,
258,DefineSpriteTag,pir_k,1,,
259,DefineBitsLossless2Tag,,,23,23
260,DefineShapeTag,,,,
261,DefineSpriteTag,pir_l,1,,
262,DefineBitsLossless2Tag,,,28,23
263,DefineShapeTag,,,,
264,DefineSpriteTag,pir_m,1,,
265,DefineBitsLossless2Tag,,,40,33
266,DefineShapeTag,,,,
267,DefineSpriteTag,pir_n,1,,
268,DefineBitsLossless2Tag,,,24,23
269,DefineShapeTag,,,,
270,DefineSpriteTag,pir_o,1,,
271,DefineBitsLossless2Tag,,,23,24
272,DefineShapeTag,,,,
273,DefineSpriteTag,pir_p,1,,
274,DefineBitsLossless2Tag,,,26,27
275,DefineShapeTag,,,,
276,DefineSpriteTag,pir_q,1,,
277,DefineBitsLossless2Tag,,,16,18
278,DefineShapeTag,,,,
279,DefineSpriteTag,pir_question,1,,
280,DefineBitsLossless2Tag,,,39,31
281,DefineShapeTag,,,,
282,DefineSpriteTag,pir_r,1,,
283,DefineBitsLossless2Tag,,,22,23
284,DefineShapeTag,,,,
285,DefineSpriteTag,pir_s,1,,
286,DefineShapeTag,,,,
287,DefineSpriteTag,,1,,
288,DefineSpriteTag,pir_space,1,,
289,DefineBitsLossless2Tag,,,10,18
290,DefineShapeTag,,,,
291,DefineSpriteTag,pir_stop,1,,
292,DefineBitsLossless2Tag,,,23,23
293,DefineShapeTag,,,,
294,DefineSpriteTag,pir_t,1,,
295,DefineBitsLossless2Tag,,,24,23
296,DefineShapeTag,,,,
297,DefineSpriteTag,pir_u,1,,
298,DefineBitsLossless2Tag,,,26,23
299,DefineShapeTag,,,,
300,DefineSpriteTag,pir_v,1,,
301,DefineBitsLossless2Tag,,,35,23
302,DefineShapeTag,,,,
303,DefineSpriteTag,pir_w,1,,
304,DefineBitsLossless2Tag,,,26,23
305,DefineShapeTag,,,,
306,DefineSpriteTag,pir_x,1,,
307,DefineBitsLossless2Tag,,,23,23
308,DefineShapeTag,,,,
309,DefineSpriteTag,pir_y,1,,
310,DefineBitsLossless2Tag,,,23,23
311,DefineShapeTag,,,,
312,DefineSpriteTag,pir_z,1,,
313,DefineBitsLossless2Tag,,,16,18
314,DefineShapeTag,,,,
315,DefineSpriteTag,pir_hyphen,1,,
316,DefineBitsLossless2Tag,,,10,20
317,DefineShapeTag,,,,
318,DefineSpriteTag,pir_comma,1,,
319,DefineSpriteTag,PirateFont,2,,
320,DefineShapeTag,,,,
321,DefineSpriteTag,transition_tween,18,,
322,DefineBitsLossless2Tag,,,5,5
323,DefineShape2Tag,,,,
324,DefineSpriteTag,,1,,
325,DefineBitsLossless2Tag,,,350,260
326,DefineShapeTag,,,,
327,DefineBitsLossless2Tag,,,120,24
328,DefineShapeTag,,,,
329,DefineSpriteTag,,1,,
330,DefineSpriteTag,next_level,19,,
331,DefineShapeTag,,,,
332,DefineSpriteTag,,1,,
333,DefineSpriteTag,back to title,19,,
334,DefineSpriteTag,,1,,
335,DefineSpriteTag,congrats_button,19,,
336,DefineSpriteTag,,1,,
337,DefineSpriteTag,submit_score,19,,
338,DefineSpriteTag,,1,,
339,DefineSpriteTag,restart_level,19,,
340,DefineSpriteTag,,1,,
341,DefineSpriteTag,continue_game,19,,
342,DefineSpriteTag,popup,70,,
343,DefineBitsLossless2Tag,,,14,14
344,DefineShapeTag,,,,
345,DefineBitsLossless2Tag,,,47,17
346,DefineShapeTag,,,,
347,DefineBitsLossless2Tag,,,14,14
348,DefineShapeTag,,,,
349,DefineSpriteTag,sfx toggle button,20,,
350,DefineBitsLossless2Tag,,,20,14
351,DefineShapeTag,,,,
352,DefineBitsLossless2Tag,,,31,17
353,DefineShapeTag,,,,
354,DefineSpriteTag,music toggle button,20,,
355,DefineShapeTag,,,,
356,DefineBitsLossless2Tag,,,23,17
357,DefineShapeTag,,,,
358,DefineSpriteTag,quit level button,10,,
359,DefineShape4Tag,,,,
361,DefineSpriteTag,,2,,
363,DefineSpriteTag,,2,,
365,DefineSpriteTag,,2,,
367,DefineSpriteTag,,2,,
369,DefineSpriteTag,,2,,
371,DefineSpriteTag,,2,,
373,DefineSpriteTag,,2,,
375,DefineSpriteTag,,2,,
377,DefineSpriteTag,,2,,
379,DefineSpriteTag,,2,,
381,DefineSpriteTag,,2,,
383,DefineSpriteTag,,2,,
385,DefineSpriteTag,,2,,
387,DefineSpriteTag,,2,,
389,DefineSpriteTag,,2,,
391,DefineSpriteTag,,2,,
393,DefineSpriteTag,,2,,
395,DefineSpriteTag,,2,,
397,DefineSpriteTag,,2,,
399,DefineSpriteTag,,2,,
401,DefineSpriteTag,,2,,
403,DefineSpriteTag,,2,,
405,DefineSpriteTag,,2,,
407,DefineSpriteTag,,2,,
409,DefineSpriteTag,,2,,
411,DefineSpriteTag,,2,,
413,DefineSpriteTag,,2,,
415,DefineSpriteTag,,2,,
417,DefineSpriteTag,,2,,
419,DefineSpriteTag,,2,,
421,DefineSpriteTag,,2,,
423,DefineSpriteTag,,2,,
425,DefineSpriteTag,,2,,
427,DefineSpriteTag,,2,,
429,DefineSpriteTag,,2,,
431,DefineSpriteTag,,2,,
433,DefineSpriteTag,,2,,
434,DefineSpriteTag,sfx_manager,1,,
435,DefineShape4Tag,,,,
437,DefineSpriteTag,,2,,
439,DefineSpriteTag,,2,,
440,DefineSpriteTag,music controller,1,,
441,DefineBitsLossless2Tag,,,34,32
442,DefineShapeTag,,,,
443,DefineSpriteTag,grass_row_left,1,,
444,DefineBitsLossless2Tag,,,32,32
445,DefineShapeTag,,,,
446,DefineSpriteTag,grass_row_middle,1,,
447,DefineBitsLossless2Tag,,,34,32
448,DefineShapeTag,,,,
449,DefineSpriteTag,grass_row_right,1,,
450,DefineBitsLosslessTag,,,32,32
451,DefineShapeTag,,,,
452,DefineSpriteTag,sand_overlap_right_edge,1,,
453,DefineBitsLosslessTag,,,32,32
454,DefineShapeTag,,,,
455,DefineSpriteTag,sand_overlap_left_edge,1,,
456,DefineBitsLosslessTag,,,32,32
457,DefineShapeTag,,,,
458,DefineSpriteTag,grass_overlap_right_edge,1,,
459,DefineBitsLosslessTag,,,32,32
460,DefineShapeTag,,,,
461,DefineSpriteTag,grass_overlap_left_edge,1,,
462,DefineBitsLossless2Tag,,,244,132
463,DefineShapeTag,,,,
464,DefineSpriteTag,,1,,
465,DefineSpriteTag,speechBubble,1,,
466,DefineBitsLosslessTag,,,32,32
467,DefineShapeTag,,,,
468,DefineSpriteTag,cannon_port_1,1,,
469,DefineBitsLosslessTag,,,32,32
470,DefineShapeTag,,,,
471,DefineSpriteTag,cannon_port_2,1,,
472,DefineBitsLosslessTag,,,32,32
473,DefineShapeTag,,,,
474,DefineSpriteTag,cannon_port_3,1,,
475,DefineBitsLosslessTag,,,32,32
476,DefineShapeTag,,,,
477,DefineSpriteTag,ship_top_middle,1,,
478,DefineBitsLosslessTag,,,32,32
479,DefineShapeTag,,,,
480,DefineSpriteTag,ship_right_side_shaded_2,1,,
481,DefineBitsLossless2Tag,,,32,33
482,DefineShapeTag,,,,
483,DefineSpriteTag,mast_end_right,1,,
484,DefineBitsLossless2Tag,,,32,33
485,DefineShapeTag,,,,
486,DefineSpriteTag,mast_end_left,1,,
487,DefineBitsLossless2Tag,,,32,33
488,DefineShapeTag,,,,
489,DefineSpriteTag,mast_tile,1,,
490,DefineBitsLossless2Tag,,,32,33
491,DefineShapeTag,,,,
492,DefineSpriteTag,mast_middle_1,1,,
493,DefineBitsLossless2Tag,,,32,33
494,DefineShapeTag,,,,
495,DefineSpriteTag,mast_middle_2,1,,
496,DefineBitsLossless2Tag,,,34,31
497,DefineShapeTag,,,,
498,DefineSpriteTag,crows_nest_1,1,,
499,DefineBitsLossless2Tag,,,34,31
500,DefineShapeTag,,,,
501,DefineSpriteTag,crows_nest_2,1,,
502,DefineBitsLossless2Tag,,,16,32
503,DefineShapeTag,,,,
504,DefineSpriteTag,mast_top,1,,
505,DefineBitsLosslessTag,,,16,32
506,DefineShapeTag,,,,
507,DefineSpriteTag,mast_middle,1,,
508,DefineBitsLosslessTag,,,16,32
509,DefineShapeTag,,,,
510,DefineSpriteTag,mast_bottom,1,,
511,DefineBitsLossless2Tag,,,32,32
512,DefineShapeTag,,,,
513,DefineSpriteTag,ship_end_1,1,,
514,DefineBitsLossless2Tag,,,32,32
515,DefineShapeTag,,,,
516,DefineSpriteTag,ship_end_2,1,,
517,DefineBitsLossless2Tag,,,32,32
518,DefineShapeTag,,,,
519,DefineSpriteTag,ship_end_3,1,,
520,DefineBitsLossless2Tag,,,43,32
521,DefineShapeTag,,,,
522,DefineSpriteTag,ship_anchor_1,1,,
523,DefineBitsLosslessTag,,,32,32
524,DefineShapeTag,,,,
525,DefineSpriteTag,ship_anchor_2,1,,
526,DefineBitsLossless2Tag,,,43,32
527,DefineShapeTag,,,,
528,DefineSpriteTag,ship_anchor_3,1,,
529,DefineBitsLosslessTag,,,32,32
530,DefineShapeTag,,,,
531,DefineSpriteTag,Ship_anchor_4,1,,
532,DefineBitsLossless2Tag,,,36,32
533,DefineShapeTag,,,,
534,DefineSpriteTag,ship_right_facing_1,1,,
535,DefineBitsLosslessTag,,,32,32
536,DefineShapeTag,,,,
537,DefineSpriteTag,ship_right_facing_2,1,,
538,DefineBitsLossless2Tag,,,32,32
539,DefineShapeTag,,,,
540,DefineSpriteTag,ship_right_facing_3,1,,
541,DefineBitsLossless2Tag,,,32,32
542,DefineShapeTag,,,,
543,DefineSpriteTag,ship_right_facing_3_1,1,,
544,DefineBitsLosslessTag,,,32,32
545,DefineShapeTag,,,,
546,DefineSpriteTag,ship_right_facing_4,1,,
547,DefineBitsLossless2Tag,,,32,32
548,DefineShapeTag,,,,
549,DefineSpriteTag,ship_right_facing_4_1,1,,
550,DefineBitsLosslessTag,,,32,32
551,DefineShapeTag,,,,
552,DefineSpriteTag,ship_tile_1,1,,
553,DefineBitsLosslessTag,,,32,32
554,DefineShapeTag,,,,
555,DefineSpriteTag,ship_tile_2,1,,
556,DefineBitsLossless2Tag,,,32,32
557,DefineShapeTag,,,,
558,DefineSpriteTag,ship_left_facing_1,1,,
559,DefineBitsLossless2Tag,,,32,32
560,DefineShapeTag,,,,
561,DefineSpriteTag,ship_left_facing_2,1,,
562,DefineBitsLosslessTag,,,32,32
563,DefineShapeTag,,,,
564,DefineSpriteTag,ship_left_facing_3,1,,
565,DefineBitsLossless2Tag,,,32,32
566,DefineShapeTag,,,,
567,DefineSpriteTag,ship_left_side_shaded_4,1,,
568,DefineBitsLossless2Tag,,,32,37
569,DefineShapeTag,,,,
570,DefineSpriteTag,clam,1,,
571,DefineBitsLossless2Tag,,,36,22
572,DefineShapeTag,,,,
573,DefineSpriteTag,big_shell,1,,
574,DefineBitsLossless2Tag,,,36,32
575,DefineShapeTag,,,,
576,DefineSpriteTag,ship_left_facing_5,1,,
577,DefineBitsLossless2Tag,,,202,152
578,DefineShapeTag,,,,
579,DefineBitsLossless2Tag,,,35,38
580,DefineShapeTag,,,,
581,DefineSpriteTag,,1,,
582,DefineSpriteTag,,19,,
583,DefineBitsLossless2Tag,,,35,38
584,DefineShapeTag,,,,
585,DefineSpriteTag,,1,,
586,DefineSpriteTag,,19,,
587,DefineShapeTag,,,,
588,DefineSpriteTag,,1,,
589,DefineSpriteTag,,19,,
590,DefineBitsLosslessTag,,,192,129
591,DefineShapeTag,,,,
592,DefineBitsLosslessTag,,,162,63
593,DefineShapeTag,,,,
594,DefineBitsLosslessTag,,,153,96
595,DefineShapeTag,,,,
596,DefineBitsLosslessTag,,,132,75
597,DefineShapeTag,,,,
598,DefineBitsLosslessTag,,,180,66
599,DefineShapeTag,,,,
600,DefineBitsLosslessTag,,,144,66
601,DefineShapeTag,,,,
602,DefineBitsLosslessTag,,,201,117
603,DefineShapeTag,,,,
604,DefineBitsLosslessTag,,,357,96
605,DefineShapeTag,,,,
606,DefineBitsLosslessTag,,,84,60
607,DefineShapeTag,,,,
608,DefineBitsLosslessTag,,,81,114
609,DefineShapeTag,,,,
610,DefineBitsLosslessTag,,,189,93
611,DefineShapeTag,,,,
612,DefineBitsLosslessTag,,,243,108
613,DefineShapeTag,,,,
614,DefineBitsLosslessTag,,,75,72
615,DefineShapeTag,,,,
616,DefineBitsLosslessTag,,,144,72
617,DefineShapeTag,,,,
618,DefineBitsLosslessTag,,,144,90
619,DefineShapeTag,,,,
620,DefineBitsLosslessTag,,,282,48
621,DefineShapeTag,,,,
622,DefineBitsLosslessTag,,,156,102
623,DefineShapeTag,,,,
624,DefineBitsLosslessTag,,,270,72
625,DefineShapeTag,,,,
626,DefineBitsLosslessTag,,,135,111
627,DefineShapeTag,,,,
628,DefineSpriteTag,,18,,
629,DefineSpriteTag,level_select_2p,1,,
630,DefineSpriteTag,,1,,
631,DefineSpriteTag,back_button,19,,
632,DefineBitsLossless2Tag,,,46,52
633,DefineShapeTag,,,,
634,DefineBitsLossless2Tag,,,24,22
635,DefineShapeTag,,,,
636,DefineBitsLossless2Tag,,,22,35
637,DefineShapeTag,,,,
638,DefineBitsLossless2Tag,,,26,23
639,DefineShapeTag,,,,
640,DefineBitsLossless2Tag,,,34,32
641,DefineShapeTag,,,,
642,DefineBitsLossless2Tag,,,25,22
643,DefineShapeTag,,,,
644,DefineBitsLossless2Tag,,,36,26
645,DefineShapeTag,,,,
646,DefineBitsLossless2Tag,,,39,56
647,DefineShapeTag,,,,
648,DefineBitsLossless2Tag,,,18,22
649,DefineShapeTag,,,,
650,DefineBitsLossless2Tag,,,36,35
651,DefineShapeTag,,,,
652,DefineBitsLossless2Tag,,,28,26
653,DefineShapeTag,,,,
654,DefineBitsLossless2Tag,,,38,20
655,DefineShapeTag,,,,
656,DefineBitsLossless2Tag,,,24,23
657,DefineShapeTag,,,,
658,DefineBitsLossless2Tag,,,30,25
659,DefineShapeTag,,,,
660,DefineBitsLossless2Tag,,,27,35
661,DefineShapeTag,,,,
662,DefineBitsLossless2Tag,,,39,56
663,DefineShapeTag,,,,
664,DefineSpriteTag,,34,,
665,DefineSpriteTag,,1,,
666,DefineBitsLossless2Tag,,,46,52
667,DefineShapeTag,,,,
668,DefineSpriteTag,,1,,
669,DefineSpriteTag,level_select_button,19,,
670,DefineShapeTag,,,,
671,DefineSpriteTag,,1,,
672,DefineSpriteTag,1p_button,19,,
673,DefineSpriteTag,,1,,
674,DefineSpriteTag,2p_button,19,,
675,DefineShapeTag,,,,
676,DefineSpriteTag,play_button,19,,
677,DefineSpriteTag,,1,,
678,DefineSpriteTag,scores_button,19,,
679,DefineSpriteTag,,1,,
680,DefineSpriteTag,help_button,19,,
681,DefineSpriteTag,,1,,
682,DefineSpriteTag,credits_button,19,,
683,DefineBitsLossless2Tag,,,21,26
684,DefineShapeTag,,,,
685,DefineSpriteTag,,1,,
686,DefineBitsLossless2Tag,,,228,255
687,DefineShapeTag,,,,
688,DefineBitsLossless2Tag,,,34,32
689,DefineShapeTag,,,,
690,DefineSpriteTag,,1,,
691,DefineBitsLossless2Tag,,,32,32
692,DefineShapeTag,,,,
693,DefineBitsLossless2Tag,,,32,32
694,DefineShapeTag,,,,
695,DefineBitsLossless2Tag,,,32,32
696,DefineShapeTag,,,,
697,DefineBitsLossless2Tag,,,32,32
698,DefineShapeTag,,,,
699,DefineBitsLossless2Tag,,,32,32
700,DefineShapeTag,,,,
701,DefineBitsLossless2Tag,,,32,32
702,DefineShapeTag,,,,
703,DefineBitsLossless2Tag,,,32,32
704,DefineShapeTag,,,,
705,DefineBitsLossless2Tag,,,32,32
706,DefineShapeTag,,,,
707,DefineSpriteTag,boat_ripple_2,16,,
708,DefineBitsLossless2Tag,,,32,32
709,DefineShapeTag,,,,
710,DefineBitsLossless2Tag,,,32,32
711,DefineShapeTag,,,,
712,DefineBitsLossless2Tag,,,32,32
713,DefineShapeTag,,,,
714,DefineBitsLossless2Tag,,,32,32
715,DefineShapeTag,,,,
716,DefineBitsLossless2Tag,,,32,32
717,DefineShapeTag,,,,
718,DefineBitsLossless2Tag,,,32,32
719,DefineShapeTag,,,,
720,DefineBitsLossless2Tag,,,32,32
721,DefineShapeTag,,,,
722,DefineBitsLossless2Tag,,,32,32
723,DefineShapeTag,,,,
724,DefineSpriteTag,boat_ripple_3,16,,
725,DefineBitsLossless2Tag,,,33,32
726,DefineShapeTag,,,,
727,DefineBitsLossless2Tag,,,33,32
728,DefineShapeTag,,,,
729,DefineBitsLossless2Tag,,,33,32
730,DefineShapeTag,,,,
731,DefineBitsLossless2Tag,,,33,32
732,DefineShapeTag,,,,
733,DefineBitsLossless2Tag,,,33,32
734,DefineShapeTag,,,,
735,DefineBitsLossless2Tag,,,33,32
736,DefineShapeTag,,,,
737,DefineBitsLossless2Tag,,,33,32
738,DefineShapeTag,,,,
739,DefineBitsLossless2Tag,,,33,32
740,DefineShapeTag,,,,
741,DefineSpriteTag,boat_ripple_1,16,,
742,DefineBitsLossless2Tag,,,33,32
743,DefineShapeTag,,,,
744,DefineBitsLossless2Tag,,,33,32
745,DefineShapeTag,,,,
746,DefineBitsLossless2Tag,,,33,32
747,DefineShapeTag,,,,
748,DefineBitsLossless2Tag,,,33,32
749,DefineShapeTag,,,,
750,DefineBitsLossless2Tag,,,33,32
751,DefineShapeTag,,,,
752,DefineBitsLossless2Tag,,,33,32
753,DefineShapeTag,,,,
